assembly_accession,bioproject_accession,biosample_accession,cell_shape,class,common_name,completion_date,contigs,culture_collection,date_inserted,date_modified,family,gc_content,genbank_accessions,genome_id,genome_length,genome_name,genome_status,genus,gram_stain,habitat,kingdom,motility,order,owner,oxygen_requirement,patric_cds,phylum,plasmids,public,publication,refseq_cds,sequencing_centers,species,strain,taxon_id,temperature_range,superkingdom,cds,sequencing_status,taxon_lineage_ids,comments,taxon_lineage_names,_version_,contig_n50,hypothetical_cds_ratio,contig_l50,rrna,partial_cds_ratio,lab_host,trna,chromosomes,host_name,cds_ratio,partial_cds,plfam_cds_ratio,disease,checkm_completeness,checkm_contamination,coarse_consistency,fine_consistency,genome_quality,hypothetical_cds,mlst,p2_genome_id,plfam_cds,genome_quality_flags,assembly_method,ncbi_project_id,organism_name,refseq_accessions,sequencing_depth,sequencing_platform,serovar,optimal_temperature,refseq_project_id,sporulation,cgmlst_id,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,collection_year,collection_date,geographic_location,host_common_name,host_group,host_health,isolation_country,isolation_source,host_scientific_name,geographic_group,pathovar,additional_metadata,type_strain,isolation_comments,other_clinical,passage,other_typing,sra_accession,state_province,antimicrobial_resistance_evidence,body_sample_site,antimicrobial_resistance,host_age,host_gender,other_environmental,salinity,reference_genome,longitude,latitude,isolation_site
,,,,Gammaproteobacteria,Acinetobacter_baumannii_MGL_Ab_15,,223,,2023-10-30T16:01:49.643Z,2023-10-30T16:01:49.643Z,Moraxellaceae,40.43128,,470.22932,7176951,Acinetobacter baumannii MGL_Ab_15,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,mshukla@patricbrc.org,,6998.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,MGL_Ab_15,470,,Bacteria,6998,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435163847131100,108533.0,0.352958,22.0,5.0,0.0,,130.0,0.0,Homo sapiens,0.9750659,0.0,0.9537011,,100.0,50.0,98.8,61.2,Good,1878.0,"MLST.Acinetobacter_baumannii_2.2,MLST.Acinetobacter_baumannii_1.218",,6674.0,,,,,,,,,,,,470.22932,5308,5308,5308,5308,5308,2,2,2016.0,2016,New Delhi (Safdarjung Hospital),Human,Human,,India,Neonatal Blood,Homo sapiens,Asia,,,,,,,,,,Computational Method,,['Resistant'],,,,,,,,
GCA_000302575.1,PRJNA74551,SAMN02603667,Coccobacilli,Gammaproteobacteria,Acinetobacter_baumannii_TYTH-1,2012-10-03T00:00:00Z,1, ,2014-12-08T22:09:37.707Z,2015-03-16T03:17:09.594Z,Moraxellaceae,39.0,CP003856.1,1100841.3,3957368,Acinetobacter baumannii TYTH-1,Complete,Acinetobacter,Negative,,Pseudomonadati,No,Moraxellales,PATRIC,,3743.0,Pseudomonadota,0.0,True,,3683.0,National Tsing Hua University,Acinetobacter baumannii,TYTH-1,1100841,,Bacteria,3743,Complete,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1100841']",['A multidrug-resistant A. baumannii strain. '],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii TYTH-1']",1851322239387959300,3957368.0,0.25,1.0,14.0,0.0,,74.0,1.0,,0.95,0.0,1.0,,98.4,2.6,99.0,97.9,Good,933.0,MLST.abaumannii_2.2,227939.0,3734.0,,,74551,Acinetobacter baumannii TYTH-1,NC_018706.1,,,,,176498,No,1100841.3,11807,7283,7283,7283,7283,3753,3753,,,,,,,,,,,,,,,,,,SRR2917943,,,,,,,,,,,,
GCA_001517645.1,PRJEB12156,SAMEA3715145,,Gammaproteobacteria,Acinetobacter_baumannii,2016-01-15T00:00:00Z,1,,2017-12-30T07:11:16.028Z,2017-12-30T07:11:16.028Z,Moraxellaceae,37.56,LN997847,470.4462,7742,Acinetobacter baumannii strain R2091,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,13.0,Pseudomonadota,1.0,True,,13.0,CEBITEC,Acinetobacter baumannii,R2091,470,,Bacteria,13,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",['Complete genome sequence of Acinetobacter baumannii R2091'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556714487644200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2014,,,,,,tissue,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,['env_biome:tissue'],,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii_strain_MRSN846,,1636,,2019-03-13T14:59:16.511Z,2019-03-13T14:59:16.511Z,Moraxellaceae,38.80052,,470.7232,4957763,Acinetobacter baumannii strain MRSN846,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,6091.0,Pseudomonadota,,True,,,,Acinetobacter baumannii,MRSN846,470,,Bacteria,6091,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818557155453698000,14713.0,0.28123462,91.0,3.0,0.0,,85.0,,,1.2285783,0.0,0.96946317,,99.81,26.94,95.48,86.68,Poor,1713.0,MLST.Acinetobacter_baumannii_1.231,,5905.0,"['Too many contigs', 'High CDS count']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii_MRSN846,,1636,,2022-04-07T04:03:01.217Z,2022-04-07T04:03:01.217Z,Moraxellaceae,38.80052,,470.17074,4957763,Acinetobacter baumannii MRSN846,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,6082.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,,470,,Bacteria,6082,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840552841129754600,14713.0,0.36418942,91.0,3.0,0.0,,85.0,0.0,,1.226763,0.0,0.93061495,,99.81,26.94,95.54,86.74,Poor,1719.0,MLST.Acinetobacter_baumannii_1.231,,5660.0,"['Too many contigs', 'High CDS count']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii_strain_not_applicable,,298,,2019-03-13T15:15:38.805Z,2019-03-13T15:15:38.805Z,Moraxellaceae,38.83586,,470.7275,3928073,Acinetobacter baumannii strain not applicable,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,3846.0,Pseudomonadota,,True,,,,Acinetobacter baumannii,,470,,Bacteria,3846,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435161084133400,311246.0,0.21710868,6.0,3.0,0.0,,45.0,,,0.97910607,0.0,0.96411854,,99.81,0.0,95.54,93.97,Good,835.0,MLST.Acinetobacter_baumannii_1.105,,3708.0,,,,,,,,,,,,470.7275,468,468,468,468,468,468,468,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii_SRR5891477,,298,,2022-04-07T06:04:49.492Z,2022-04-07T06:04:49.492Z,Moraxellaceae,38.83586,,470.17115,3928073,Acinetobacter baumannii SRR5891477,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3845.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,,470,,Bacteria,3845,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435162334036000,311246.0,0.3089727,6.0,3.0,0.0,,45.0,0.0,,0.97885144,0.0,0.9446034,,99.81,0.0,95.6,94.09,Good,853.0,MLST.Acinetobacter_baumannii_1.105,,3632.0,,,,,,,,,,,,470.17115,468,468,468,468,468,468,468,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000015425.1,PRJNA17477,SAMN02604331,Pleomorphic rod,Gammaproteobacteria,Acinetobacter_baumannii_ATCC_17978,2007-03-01T00:00:00Z,3,ATCC 17978,2014-12-08T22:09:34.640Z,2015-03-16T03:17:09.594Z,Moraxellaceae,38.9,"CP000521,CP000523,CP000522",400667.7,4001457,Acinetobacter baumannii ATCC 17978,Complete,Acinetobacter,-,Multiple,Pseudomonadati,No,Moraxellales,PATRIC,Aerobic,3490.0,Pseudomonadota,2.0,True,,3367.0,Yale Univ.,Acinetobacter baumannii,ATCC 17978,400667,Mesophilic,Bacteria,3490,Complete,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '400667']",['Acinetobacter baumannii ATCC 17978. Acinetobacter baumannii ATCC 17978 was isolated from a case of meningitis and will be used for comparative analysis with other Acinetobacter species. '],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii ATCC 17978']",1851322239811584000,3976747.0,0.16,1.0,10.0,0.0,,70.0,1.0,,0.87,0.0,1.0,['Nosocomial infections'],99.2,7.8,98.9,98.5,Good,553.0,MLST.abaumannii_2.437,103176.0,3488.0,,,17477,Acinetobacter baumannii ATCC 17978,"NC_009085,NC_009084,NC_009083",,,,-,58731,No,400667.7,11810,11810,11810,11810,267,267,267,1951.0,1951,,,,,,Meninges,,,,,,isolated from a case of meningitis,,,,,,,,,,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-26T00:00:00Z,1,,2017-12-30T06:07:27.330Z,2017-12-30T06:07:27.330Z,Moraxellaceae,36.8,EU294228,470.4439,29823,Acinetobacter baumannii strain transconjugant 1,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,47.0,Pseudomonadota,1.0,True,18725447,26.0,,Acinetobacter baumannii,transconjugant 1,470,,Bacteria,47,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556712383152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-24T00:00:00Z,1,,2017-12-30T06:19:04.166Z,2017-12-30T06:19:04.166Z,Moraxellaceae,36.19,GQ476987,470.4442,10270,Acinetobacter baumannii strain CU2,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,13.0,Pseudomonadota,1.0,True,20385865,7.0,,Acinetobacter baumannii,CU2,470,,Bacteria,13,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556712390492200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-26T00:00:00Z,1,,2017-12-30T06:41:14.224Z,2017-12-30T06:41:14.224Z,Moraxellaceae,41.43,JN872565,470.4452,2252,Acinetobacter baumannii strain DS002,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,3.0,Pseudomonadota,1.0,True,,3.0,,Acinetobacter baumannii,DS002,470,,Bacteria,3,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556715320213500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-26T00:00:00Z,1,,2017-12-29T17:50:35.351Z,2017-12-29T17:50:35.351Z,Moraxellaceae,34.68,AY541809,470.4353,9540,Acinetobacter baumannii strain 19606,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,14.0,Pseudomonadota,1.0,True,16530832,11.0,,Acinetobacter baumannii,19606,470,,Bacteria,14,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556715322310700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-26T00:00:00Z,1,,2017-12-30T06:37:54.451Z,2017-12-30T06:37:54.451Z,Moraxellaceae,39.17,JF343536,470.4451,6078,Acinetobacter baumannii strain C2,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,8.0,Pseudomonadota,1.0,True,"21586593,22888272",8.0,,Acinetobacter baumannii,C2,470,,Bacteria,8,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556715990253600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-26T00:00:00Z,1,,2017-12-29T16:32:41.058Z,2017-12-29T16:32:41.058Z,Moraxellaceae,34.44,AB823544,470.4351,8970,Acinetobacter baumannii strain NCGM 253,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,11.0,Pseudomonadota,1.0,True,24550340,10.0,,Acinetobacter baumannii,NCGM 253,470,,Bacteria,11,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556717844136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000226275.1,PRJNA28333,SAMN02603878,Bacilli,Gammaproteobacteria,Acinetobacter_baumannii_MDR_ZJ06,2016-07-25T00:00:00Z,1,,2017-12-29T21:39:19.766Z,2017-12-29T21:39:19.766Z,Moraxellaceae,47.39,CP001938,497978.10,20301,Acinetobacter baumannii MDR-ZJ06,Plasmid,Acinetobacter,Negative,Aquatic,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,Aerobic,25.0,Pseudomonadota,1.0,True,21788470,25.0,"State Key Laboratory of Diagnosis and Treatment for Infectious Disease, the First Affiliated Hospital, School of Medicine, Zhejiang University",Acinetobacter baumannii,MDR-ZJ06,497978,Mesophilic,Bacteria,25,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '497978']",['Acinetobacter baumannii MDR-ZJ06. Acinetobacter baumannii MDR-ZJ06 is a multidrug resistant strain responsible for hospital acquired infections. This strain will be used for comparative analysis.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii MDR-ZJ06']",1818556708196188200,,,,,,,,,,,,,"['Nosocomial infections, nosocomial pneumonia']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,2006,China: Zheijiang,,,,China,,,Asia,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_003185755.1,PRJNA473420,SAMN09273689,,Gammaproteobacteria,Acinetobacter_baumannii_A424,2018-06-04T00:00:00Z,28,,2018-07-15T21:14:11.096Z,2018-07-15T21:14:11.096Z,Moraxellaceae,39.257286,QHKW00000000,1082934.5,3936258,Acinetobacter baumannii A424,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,4572.0,Pseudomonadota,,True,,4137.0,University of Leicester,Acinetobacter baumannii,A424,1082934,,Bacteria,4572,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1082934']","['Integrase controlled excision of metal-resistance genomic islands in Acinetobacter baumannii', 'many frameshifted proteins']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii A424']",1830850942144086000,305102.0,0.24,5.0,6.0,0.0,,54.0,,"Human, Homo sapiens",1.16,0.0,0.96,,99.5,12.8,99.3,91.5,Poor,1108.0,MLST.Acinetobacter_baumannii_1.661,,4379.0,['High CheckM contamination score'],SPAdes v. 2016,,,,30x,Illumina HiSeq,,,,,,,,,,,,,2012.0,2012,Croatia,Human,Human,Invasive disease,Croatia,,Homo sapiens,Europe,,['collected_by:Kevin Towner'],,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_019846375.1,PRJNA739068,SAMN19771046,,Gammaproteobacteria,Acinetobacter_baumannii,2021-09-01T00:00:00Z,80,,2021-12-23T23:01:08.828Z,2021-12-23T23:01:08.828Z,Moraxellaceae,38.86608,JAHPZP000000000,470.14861,3887827,Acinetobacter baumannii strain Aci46,Deprecated,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3775.0,Pseudomonadota,2.0,True,,3682.0,Mahidol University,Acinetobacter baumannii,Aci46,470,,Bacteria,3775,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",['To analyse the genomic seqeuence of MDR Acinetobacter baumannii Aci46 from Thailand'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1830850370590474200,135425.0,0.33271524,11.0,3.0,0.00397351,,63.0,0.0,Homo sapiens,0.9709794,15.0,0.9602649,,99.81,0.0,95.66,94.51,Good,923.0,"MLST.Acinetobacter_baumannii_2.2,MLST.Acinetobacter_baumannii_1.368",,3625.0,,SPAdes v. 3.12.0,,,,686.0x,Illumina,,,,,,,,,,,,,2005.0,2005-12-01,Thailand,Human,Human,Pneumonia,,Pus,Homo sapiens,,,['collected_by:Mahidol University'],,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCF_001417515.1,PRJNA297777,SAMN04145777,,Gammaproteobacteria,Acinetobacter_baumannii,2015-10-27T00:00:00Z,429,,2016-01-17T17:40:56.340Z,2016-01-17T17:40:56.340Z,Moraxellaceae,39.05,LLJG00000000,470.1498,3955927,Acinetobacter baumannii strain ABOBEN,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,3941.0,Pseudomonadota,,True,,3750.0,Northwestern University Feinberg School of Medicine,Acinetobacter baumannii,ABOBEN,470,,Bacteria,3936,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",['Using WGS to track hospital outbreaks of Acinetobacter baumannii'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435161600032800,19920.0,0.28,64.0,5.0,0.0,,60.0,,,0.99,0.0,1.0,,98.4,0.0,98.9,97.8,Good,1089.0,"MLST.Acinetobacter_baumannii_1.213,MLST.Acinetobacter_baumannii_2.79",,3918.0,,Ray v. 1.7,,,,80x,Illumina HiSeq,,C,,,470.1498,1488,1488,1488,1488,1488,1488,368,,,USA: Chicago,,,,USA,Hospital room surface,,North America,,,,,,,,SRR2559351,Illinois,,,,,,,,,,,
GCA_003615295.1,PRJNA398639,SAMN07535943,,Gammaproteobacteria,Acinetobacter_baumannii,2018-10-05T00:00:00Z,886,,2018-11-28T20:28:50.270Z,2018-11-28T20:28:50.270Z,Moraxellaceae,39.02409,NRQL00000000,470.5818,3954739,Acinetobacter baumannii strain 249,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,4522.0,Pseudomonadota,,True,,4352.0,Universite de Lome,Acinetobacter baumannii,249,470,,Bacteria,4522,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",['Describe carbapenemases genes in Acinetobacter baumannii strains'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435162502856700,12786.0,0.23485184,97.0,1.0,0.011499337,,42.0,,"Human, Homo sapiens",1.1434383,52.0,0.9672711,,99.28,12.99,94.76,87.28,Good,1062.0,"MLST.Acinetobacter_baumannii_1.1621,MLST.Acinetobacter_baumannii_2.1153",,4374.0,,CLC NGS Cell v. 9,,,,122.31x,Illumina,,,,,470.5818,3163,3163,3163,3163,3163,3163,3163,2016.0,2016-05-04,Togo: Lome,Human,Human,suppuration,Togo,pus,Homo sapiens,Africa,,['collected_by:Centre Hospitalier Sylvanus Olympio'],,,,,,,,Computational Prediction,,['Susceptible'],,Female,,,,,,
GCA_000723055.1,PRJNA234343,SAMN02583753,,Gammaproteobacteria,Acinetobacter_baumannii_LY7,2014-07-08T00:00:00Z,544,,2014-12-08T23:08:40.553Z,2015-03-16T03:17:09.594Z,Moraxellaceae,38.9,JDTB00000000,1458924.3,4045878,Acinetobacter baumannii LY7,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC,,3818.0,Pseudomonadota,,True,24951812,0.0,The Singapore Centre on Environmental Life Sciences Engineering,Acinetobacter baumannii,,1458924,,Bacteria,3818,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1458924']",['Acinetobacter baumannii Genome sequencing'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii LY7']",1850435165127442400,13503.0,0.28,91.0,11.0,0.0,,61.0,,"Human, Homo sapiens",0.94,0.0,1.0,,98.9,0.0,98.5,98.0,Good,1050.0,MLST.Acinetobacter_baumannii_1.457,,3818.0,,Velvet v. 1.2.10,,,-,30.0x,Illumina MiSeq,,,,,1458924.3,7294,7294,7294,7294,859,859,859,2012.0,2012-03-27,China,Human,Human,,China,,Homo sapiens,Asia,,,,,,,,,,,,,,,,,,,,
GCF_000966305.1,PRJNA279414,SAMN03447203,,Gammaproteobacteria,Acinetobacter_baumannii,2015-03-30T00:00:00Z,107,,2016-01-17T15:52:11.577Z,2016-01-17T15:52:11.577Z,Moraxellaceae,38.84,LANH00000000,470.1346,3937075,Acinetobacter baumannii strain Ab5,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,3835.0,Pseudomonadota,,True,26139713,3657.0,University of Concepcion,Acinetobacter baumannii,Ab5,470,,Bacteria,3828,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",['Draft Genome Sequence of the Acinetobacter baumannii multidrug-resistant strain Ab5'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435166028169200,173003.0,0.26,8.0,2.0,0.0,,58.0,,"Human, Homo sapiens",0.97,0.0,1.0,,99.0,3.1,98.6,97.3,Good,993.0,"MLST.Acinetobacter_baumannii_1.235,MLST.Acinetobacter_baumannii_2.162",,3826.0,,Velvet v. SEP-2013,,,,959x,Illumina MiSeq,,,,,470.1346,8510,8510,8510,8510,8510,5238,5238,2007.0,2007,Chile: Santiago,Human,Human,Soft-tissue infection,Chile,Wound secretion,Homo sapiens,South America,,['collected_by:Andres Opazo'],,,,,,,,,,,,,,,,,,
